Id,Abstract,Date,Primary_category,Methods
http://arxiv.org/abs/2404.00457v1,"Information extraction (IE) is a fundamental area in natural language
processing where prompting large language models (LLMs), even with in-context
examples, cannot defeat small LMs tuned on very small IE datasets. We observe
that IE tasks, such as named entity recognition and relation extraction, all
focus on extracting important information, which can be formalized as a
label-to-span matching. In this paper, we propose a novel framework MetaIE to
build a small LM as meta-model by learning to extract ""important information"",
i.e., the meta-understanding of IE, so that this meta-model can be adapted to
all kind of IE tasks effectively and efficiently. Specifically, MetaIE obtains
the small LM via a symbolic distillation from an LLM following the
label-to-span scheme. We construct the distillation dataset via sampling
sentences from language model pre-training datasets (e.g., OpenWebText in our
implementation) and prompting an LLM to identify the typed spans of ""important
information"". We evaluate the meta-model under the few-shot adaptation setting.
Extensive results on 13 datasets from 6 IE tasks confirm that MetaIE can offer
a better starting point for few-shot tuning on IE datasets and outperform other
meta-models from (1) vanilla language model pre-training, (2) multi-IE-task
pre-training with human annotations, and (3) single-IE-task symbolic
distillation from LLM. Moreover, we provide comprehensive analyses of MetaIE,
such as the size of the distillation dataset, the meta-model architecture, and
the size of the meta-model.",2024-03-30,cs.CL,
http://arxiv.org/abs/2404.00456v1,"We introduce QuaRot, a new Quantization scheme based on Rotations, which is
able to quantize LLMs end-to-end, including all weights, activations, and KV
cache in 4 bits. QuaRot rotates LLMs in a way that removes outliers from the
hidden state without changing the output, making quantization easier. This
computational invariance is applied to the hidden state (residual) of the LLM,
as well as to the activations of the feed-forward components, aspects of the
attention mechanism and to the KV cache. The result is a quantized model where
all matrix multiplications are performed in 4-bits, without any channels
identified for retention in higher precision. Our quantized LLaMa2-70B model
has losses of at most 0.29 WikiText-2 perplexity and retains 99% of the
zero-shot performance. Code is available at: https://github.com/spcl/QuaRot.",2024-03-30,cs.LG,
http://arxiv.org/abs/2404.00451v1,"In this work, we aim to teach robots to manipulate various thin-shell
materials. Prior works studying thin-shell object manipulation mostly rely on
heuristic policies or learn policies from real-world video demonstrations, and
only focus on limited material types and tasks (e.g., cloth unfolding).
However, these approaches face significant challenges when extended to a wider
variety of thin-shell materials and a diverse range of tasks. While virtual
simulations are shown to be effective in diverse robot skill learning and
evaluation, prior thin-shell simulation environments only support a subset of
thin-shell materials, which also limits their supported range of tasks. We
introduce ThinShellLab - a fully differentiable simulation platform tailored
for robotic interactions with diverse thin-shell materials possessing varying
material properties, enabling flexible thin-shell manipulation skill learning
and evaluation. Our experiments suggest that manipulating thin-shell objects
presents several unique challenges: 1) thin-shell manipulation relies heavily
on frictional forces due to the objects' co-dimensional nature, 2) the
materials being manipulated are highly sensitive to minimal variations in
interaction actions, and 3) the constant and frequent alteration in contact
pairs makes trajectory optimization methods susceptible to local optima, and
neither standard reinforcement learning algorithms nor trajectory optimization
methods (either gradient-based or gradient-free) are able to solve the tasks
alone. To overcome these challenges, we present an optimization scheme that
couples sampling-based trajectory optimization and gradient-based optimization,
boosting both learning efficiency and converged performance across various
proposed tasks. In addition, the differentiable nature of our platform
facilitates a smooth sim-to-real transition.",2024-03-30,cs.RO,
http://arxiv.org/abs/2404.00450v2,"Recent advancements in integrating external tools with Large Language Models
(LLMs) have opened new frontiers, with applications in mathematical reasoning,
code generators, and smart assistants. However, existing methods, relying on
simple one-time retrieval strategies, fall short on effectively and accurately
shortlisting relevant tools. This paper introduces a novel PLUTO (Planning,
Learning, and Understanding for TOols) approach, encompassing
`Plan-and-Retrieve (P&R)` and `Edit-and-Ground (E&G)` paradigms. The P&R
paradigm consists of a neural retrieval module for shortlisting relevant tools
and an LLM-based query planner that decomposes complex queries into actionable
tasks, enhancing the effectiveness of tool utilization. The E&G paradigm
utilizes LLMs to enrich tool descriptions based on user scenarios, bridging the
gap between user queries and tool functionalities. Experiment results
demonstrate that these paradigms significantly improve the recall and NDCG in
tool retrieval tasks, significantly surpassing current state-of-the-art models.",2024-03-30,cs.CL,
http://arxiv.org/abs/2404.00447v1,"The aim of this study is to investigate an automated industrial manipulation
pipeline, where assembly tasks can be flexibly adapted to production without
the need for a robotic expert, both for the vision system and the robot
program. The objective of this study is first, to develop a
synthetic-dataset-generation pipeline with a special focus on industrial parts,
and second, to use Learning-from-Demonstration (LfD) methods to replace manual
robot programming, so that a non-robotic expert/process engineer can introduce
a new manipulation task by teaching it to the robot.",2024-03-30,cs.RO,
http://arxiv.org/abs/2404.00446v2,"We address the question of characterising the well-formedness properties of
multiparty session types semantically, i.e., as properties of the semantic
model used to interpret types. Choosing Prime Event Structures (PESs) as our
semantic model, we present semantic counterparts for the two properties that
underpin global type well-formedness, namely projectability and boundedness, in
this model. As a first step towards a characterisation of the class of PESs
corresponding to well-formed global types, we identify some simple structural
properties satisfied by such PESs.",2024-03-30,cs.LO,
http://arxiv.org/abs/2404.00443v1,"Mobile manipulators are known for their superior mobility over manipulators
on fixed bases, offering promising applications in smart industry and
housekeeping scenarios. However, the dynamic coupling nature between the mobile
base and the manipulator presents challenges for the physical interactive tasks
of the mobile manipulator. Current methods suffer from complex modeling
processes and poor transferability. To address this, this article presents a
novel dynamic model of the manipulator on the mobile base that requires only
the manipulator dynamics and the kinematic information of the mobile base. In
addition, embedding the dynamic model, an uncertainty and disturbance
estimator-based (UDE-based) dynamic motion/force control scheme is proposed for
the mobile manipulator, which compensates for the dynamic coupling and other
unmodeled uncertainties. Passivity and stability analyses justify the proposed
control law. Simulation and experimental results on our mobile manipulator
platform demonstrate the feasibility and effectiveness of our proposed
methodology.",2024-03-30,cs.RO,
http://arxiv.org/abs/2404.00442v1,"For decades, robotics researchers have pursued various tasks for multi-robot
systems, from cooperative manipulation to search and rescue. These tasks are
multi-robot extensions of classical robotic tasks and often optimized on
dimensions such as speed or efficiency. As robots transition from commercial
and research settings into everyday environments, social task aims such as
engagement or entertainment become increasingly relevant. This work presents a
compelling multi-robot task, in which the main aim is to enthrall and interest.
In this task, the goal is for a human to be drawn to move alongside and
participate in a dynamic, expressive robot flock. Towards this aim, the
research team created algorithms for robot movements and engaging interaction
modes such as gestures and sound. The contributions are as follows: (1) a novel
group navigation algorithm involving human and robot agents, (2) a gesture
responsive algorithm for real-time, human-robot flocking interaction, (3) a
weight mode characterization system for modifying flocking behavior, and (4) a
method of encoding a choreographer's preferences inside a dynamic, adaptive,
learned system. An experiment was performed to understand individual human
behavior while interacting with the flock under three conditions: weight modes
selected by a human choreographer, a learned model, or subset list. Results
from the experiment showed that the perception of the experience was not
influenced by the weight mode selection. This work elucidates how differing
task aims such as engagement manifest in multi-robot system design and
execution, and broadens the domain of multi-robot tasks.",2024-03-30,cs.RO,
http://arxiv.org/abs/2404.00441v1,"Over the last couple of decades, there has been a surge in various approaches
to multiple-point statistics simulation, commonly referred to as MPS. These
methods have aimed to improve several critical aspects of realism in the
results, including spatial continuity, conditioning, stochasticity, and
computational efficiency. Nevertheless, achieving a simultaneous enhancement of
these crucial factors has presented challenges to researchers. In the approach
that we propose, CCSIM is combined with the Discrete Wavelet Transform (DWT) to
address some of these concerns. The primary step in the method involves the
computation of the DWT for both the Training Image (TI) and a region shared
with previously simulated grids at a specific level of wavelet decomposition.
Then, the degree of similarity between the wavelet approximation coefficients
is measured using a Cross-Correlation Function (CCF). These approximation
coefficients offer a compressed representation of the pattern while capturing
its primary variations and essential characteristics, thereby expediting the
search for the best-matched pattern. Once the best-matched pattern in the
wavelet approximation coefficients is identified, the original pattern can be
perfectly reconstructed by integrating the DWT detail coefficients through an
Inverse-DWT transformation. Experiments conducted across diverse categorical
TIs demonstrate simulations comparable to multi-scale CCSIM (MS-CCSIM),
accompanied by an enhancement in facies connectivity and pattern reproduction.
The source code implementations are available at
https://github.com/MBS1984/CCWSIM.",2024-03-30,cs.GR,
http://arxiv.org/abs/2404.00439v1,"The application of natural language processing models to PDF documents is
pivotal for various business applications yet the challenge of training models
for this purpose persists in businesses due to specific hurdles. These include
the complexity of working with PDF formats that necessitate parsing text and
layout information for curating training data and the lack of
privacy-preserving annotation tools. This paper introduces DOCMASTER, a unified
platform designed for annotating PDF documents, model training, and inference,
tailored to document question-answering. The annotation interface enables users
to input questions and highlight text spans within the PDF file as answers,
saving layout information and text spans accordingly. Furthermore, DOCMASTER
supports both state-of-the-art layout-aware and text models for comprehensive
training purposes. Importantly, as annotations, training, and inference occur
on-device, it also safeguards privacy. The platform has been instrumental in
driving several research prototypes concerning document analysis such as the AI
assistant utilized by University of California San Diego's (UCSD) International
Services and Engagement Office (ISEO) for processing a substantial volume of
PDF documents.",2024-03-30,cs.CL,
http://arxiv.org/abs/2404.00438v1,"The Lion optimizer has been a promising competitor with the AdamW for
training large AI models, with advantages on memory, computation, and sample
efficiency. In this paper, we introduce Distributed Lion, an innovative
adaptation of Lion for distributed training environments. Leveraging the sign
operator in Lion, our Distributed Lion only requires communicating binary or
lower-precision vectors between workers to the center server, significantly
reducing the communication cost. Our theoretical analysis confirms Distributed
Lion's convergence properties. Empirical results demonstrate its robustness
across a range of tasks, worker counts, and batch sizes, on both vision and
language problems. Notably, Distributed Lion attains comparable performance to
standard Lion or AdamW optimizers applied on aggregated gradients, but with
significantly reduced communication bandwidth. This feature is particularly
advantageous for training large models. In addition, we also demonstrate that
Distributed Lion presents a more favorable performance-bandwidth balance
compared to existing efficient distributed methods such as deep gradient
compression and ternary gradients.",2024-03-30,cs.DC,
http://arxiv.org/abs/2404.00437v1,"Automatic legal text classification systems have been proposed in the
literature to address knowledge extraction from judgments and detect their
aspects. However, most of these systems are black boxes even when their models
are interpretable. This may raise concerns about their trustworthiness.
Accordingly, this work contributes with a system combining Natural Language
Processing (NLP) with Machine Learning (ML) to classify legal texts in an
explainable manner. We analyze the features involved in the decision and the
threshold bifurcation values of the decision paths of tree structures and
present this information to the users in natural language. This is the first
work on automatic analysis of legal texts combining NLP and ML along with
Explainable Artificial Intelligence techniques to automatically make the
models' decisions understandable to end users. Furthermore, legal experts have
validated our solution, and this knowledge has also been incorporated into the
explanation process as ""expert-in-the-loop"" dictionaries. Experimental results
on an annotated data set in law categories by jurisdiction demonstrate that our
system yields competitive classification performance, with accuracy values well
above 90%, and that its automatic explanations are easily understandable even
to non-expert users.",2024-03-30,cs.CL,
http://arxiv.org/abs/2404.01338v1,"Financial news items are unstructured sources of information that can be
mined to extract knowledge for market screening applications. Manual extraction
of relevant information from the continuous stream of finance-related news is
cumbersome and beyond the skills of many investors, who, at most, can follow a
few sources and authors. Accordingly, we focus on the analysis of financial
news to identify relevant text and, within that text, forecasts and
predictions. We propose a novel Natural Language Processing (NLP) system to
assist investors in the detection of relevant financial events in unstructured
textual sources by considering both relevance and temporality at the discursive
level. Firstly, we segment the text to group together closely related text.
Secondly, we apply co-reference resolution to discover internal dependencies
within segments. Finally, we perform relevant topic modelling with Latent
Dirichlet Allocation (LDA) to separate relevant from less relevant text and
then analyse the relevant text using a Machine Learning-oriented temporal
approach to identify predictions and speculative statements. We created an
experimental data set composed of 2,158 financial news items that were manually
labelled by NLP researchers to evaluate our solution. The ROUGE-L values for
the identification of relevant text and predictions/forecasts were 0.662 and
0.982, respectively. To our knowledge, this is the first work to jointly
consider relevance and temporality at the discursive level. It contributes to
the transfer of human associative discourse capabilities to expert systems
through the combination of multi-paragraph topic segmentation and co-reference
resolution to separate author expression patterns, topic modelling with LDA to
detect relevant text, and discursive temporality analysis to identify forecasts
and predictions within this text.",2024-03-30,cs.CL,
http://arxiv.org/abs/2404.00431v1,"Street-level visual appearances play an important role in studying social
systems, such as understanding the built environment, driving routes, and
associated social and economic factors. It has not been integrated into a
typical geographical visualization interface (e.g., map services) for planning
driving routes. In this paper, we study this new visualization task with
several new contributions. First, we experiment with a set of AI techniques and
propose a solution of using semantic latent vectors for quantifying visual
appearance features. Second, we calculate image similarities among a large set
of street-view images and then discover spatial imagery patterns. Third, we
integrate these discovered patterns into driving route planners with new
visualization techniques. Finally, we present VivaRoutes, an interactive
visualization prototype, to show how visualizations leveraged with these
discovered patterns can help users effectively and interactively explore
multiple routes. Furthermore, we conducted a user study to assess the
usefulness and utility of VivaRoutes.",2024-03-30,cs.HC,
http://arxiv.org/abs/2404.00429v1,"We introduce a novel framework for multiway point cloud mosaicking (named
Wednesday), designed to co-align sets of partially overlapping point clouds --
typically obtained from 3D scanners or moving RGB-D cameras -- into a unified
coordinate system. At the core of our approach is ODIN, a learned pairwise
registration algorithm that iteratively identifies overlaps and refines
attention scores, employing a diffusion-based process for denoising pairwise
correlation matrices to enhance matching accuracy. Further steps include
constructing a pose graph from all point clouds, performing rotation averaging,
a novel robust algorithm for re-estimating translations optimally in terms of
consensus maximization and translation optimization. Finally, the point cloud
rotations and positions are optimized jointly by a diffusion-based approach.
Tested on four diverse, large-scale datasets, our method achieves
state-of-the-art pairwise and multiway registration results by a large margin
on all benchmarks. Our code and models are available at
https://github.com/jinsz/Multiway-Point-Cloud-Mosaicking-with-Diffusion-and-Global-Optimization.",2024-03-30,cs.CV,
http://arxiv.org/abs/2404.00426v1,"Drones may be more advantageous than fixed cameras for quality control
applications in industrial facilities, since they can be redeployed dynamically
and adjusted to production planning. The practical scenario that has motivated
this paper, image acquisition with drones in a car manufacturing plant,
requires drone positioning accuracy in the order of 5 cm. During repetitive
manufacturing processes, it is assumed that quality control imaging drones will
follow highly deterministic periodic paths, stop at predefined points to take
images and send them to image recognition servers. Therefore, by relying on
prior knowledge about production chain schedules, it is possible to optimize
the positioning technologies for the drones to stay at all times within the
boundaries of their flight plans, which will be composed of stopping points and
the paths in between. This involves mitigating issues such as temporary
blocking of line-of-sight between the drone and any existing radio beacons;
sensor data noise; and the loss of visual references. We present a
self-corrective solution for this purpose. It corrects visual odometer readings
based on filtered and clustered Ultra-Wide Band (UWB) data, as an alternative
to direct Kalman fusion. The approach combines the advantages of these
technologies when at least one of them works properly at any measurement spot.
It has three method components: independent Kalman filtering, data association
by means of stream clustering and mutual correction of sensor readings based on
the generation of cumulative correction vectors. The approach is inspired by
the observation that UWB positioning works reasonably well at static spots
whereas visual odometer measurements reflect straight displacements correctly
but can underestimate their length. Our experimental results demonstrate the
advantages of the approach in the application scenario over Kalman fusion.",2024-03-30,cs.RO,
http://arxiv.org/abs/2404.00423v1,"Password management has long been a persistently challenging task. This led
to the introduction of password management software, which has been around for
at least 25 years in various forms, including desktop and browser-based
applications. This work assesses the ability of two dozen password managers, 12
desktop applications, and 12 browser-plugins, to effectively protect the
confidentiality of secret credentials in six representative scenarios. Our
analysis focuses on the period during which a Password Manager (PM) resides in
the RAM. Despite the sensitive nature of these applications, our results show
that across all scenarios, only three desktop PM applications and two browser
plugins do not store plaintext passwords in the system memory. Oddly enough, at
the time of writing, only two vendors recognized the exploit as a
vulnerability, reserving CVE-2023-23349, while the rest chose to disregard or
underrate the issue.",2024-03-30,cs.CR,
http://arxiv.org/abs/2404.00420v1,"Increasingly, more software services have been published onto the Internet,
making it a big challenge to recommend services in the process of a scientific
workflow composition. In this paper, a novel context-aware approach is proposed
to recommending next services in a workflow development process, through
learning service representation and service selection decision making behaviors
from workflow provenance. Inspired by natural language sentence generation, the
composition process of a scientific workflow is formalized as a step-wise
procedure within the context of the goal of workflow, and the problem of next
service recommendation is mapped to next word prediction. Historical service
dependencies are first extracted from scientific workflow provenance to build a
knowledge graph. Service sequences are then generated based on diverse
composition path generation strategies. Afterwards, the generated corpus of
composition paths are leveraged to study previous decision making strategies.
Such a trained goal-oriented next service prediction model will be used to
recommend top K candidate services during workflow composition process.
Extensive experiments on a real-word repository have demonstrated the
effectiveness of this approach.",2024-03-30,cs.SE,
http://arxiv.org/abs/2404.00419v1,"Open-vocabulary vision-language models (VLMs) like CLIP, trained using
contrastive loss, have emerged as a promising new paradigm for text-to-image
retrieval. However, do VLMs understand compound nouns (CNs) (e.g., lab coat) as
well as they understand nouns (e.g., lab)? We curate Compun, a novel benchmark
with 400 unique and commonly used CNs, to evaluate the effectiveness of VLMs in
interpreting CNs. The Compun benchmark challenges a VLM for text-to-image
retrieval where, given a text prompt with a CN, the task is to select the
correct image that shows the CN among a pair of distractor images that show the
constituent nouns that make up the CN. Next, we perform an in-depth analysis to
highlight CLIPs' limited understanding of certain types of CNs. Finally, we
present an alternative framework that moves beyond hand-written templates for
text prompts widely used by CLIP-like models. We employ a Large Language Model
to generate multiple diverse captions that include the CN as an object in the
scene described by the caption. Our proposed method improves CN understanding
of CLIP by 8.25% on Compun. Code and benchmark are available at:
https://github.com/sonalkum/Compun",2024-03-30,cs.CV,
http://arxiv.org/abs/2404.00418v1,"Humans and animals learn throughout their lives from limited amounts of
sensed data, both with and without supervision. Autonomous, intelligent robots
of the future are often expected to do the same. The existing continual
learning (CL) methods are usually not directly applicable to robotic settings:
they typically require buffering and a balanced replay of training data. A
few-shot online continual learning (FS-OCL) setting has been proposed to
address more realistic scenarios where robots must learn from a non-repeated
sparse data stream. To enable truly autonomous life-long learning, an
additional challenge of detecting novelties and learning new items without
supervision needs to be addressed. We address this challenge with our new
prototype-based approach called Continually Learning Prototypes (CLP). In
addition to being capable of FS-OCL learning, CLP also detects novel objects
and learns them without supervision. To mitigate forgetting, CLP utilizes a
novel metaplasticity mechanism that adapts the learning rate individually per
prototype. CLP is rehearsal-free, hence does not require a memory buffer, and
is compatible with neuromorphic hardware, characterized by ultra-low power
consumption, real-time processing abilities, and on-chip learning. Indeed, we
have open-sourced a simple version of CLP in the neuromorphic software
framework Lava, targetting Intel's neuromorphic chip Loihi 2. We evaluate CLP
on a robotic vision dataset, OpenLORIS. In a low-instance FS-OCL scenario, CLP
shows state-of-the-art results. In the open world, CLP detects novelties with
superior precision and recall and learns features of the detected novel classes
without supervision, achieving a strong baseline of 99% base class and 65%/76%
(5-shot/10-shot) novel class accuracy.",2024-03-30,cs.LG,
http://arxiv.org/abs/2404.00417v1,"To accommodate real-world dynamics, artificial intelligence systems need to
cope with sequentially arriving content in an online manner. Beyond regular
Continual Learning (CL) attempting to address catastrophic forgetting with
offline training of each task, Online Continual Learning (OCL) is a more
challenging yet realistic setting that performs CL in a one-pass data stream.
Current OCL methods primarily rely on memory replay of old training samples.
However, a notable gap from CL to OCL stems from the additional
overfitting-underfitting dilemma associated with the use of rehearsal buffers:
the inadequate learning of new training samples (underfitting) and the repeated
learning of a few old training samples (overfitting). To this end, we introduce
a novel approach, Multi-level Online Sequential Experts (MOSE), which
cultivates the model as stacked sub-experts, integrating multi-level
supervision and reverse self-distillation. Supervision signals across multiple
stages facilitate appropriate convergence of the new task while gathering
various strengths from experts by knowledge distillation mitigates the
performance decline of old tasks. MOSE demonstrates remarkable efficacy in
learning new samples and preserving past knowledge through multi-level experts,
thereby significantly advancing OCL performance over state-of-the-art baselines
(e.g., up to 7.3% on Split CIFAR-100 and 6.1% on Split Tiny-ImageNet).",2024-03-30,cs.LG,
http://arxiv.org/abs/2404.00415v1,"We present CoDa (Constrained Generation based Data Augmentation), a
controllable, effective, and training-free data augmentation technique for
low-resource (data-scarce) NLP. Our approach is based on prompting
off-the-shelf instruction-following Large Language Models (LLMs) for generating
text that satisfies a set of constraints. Precisely, we extract a set of simple
constraints from every instance in the low-resource dataset and verbalize them
to prompt an LLM to generate novel and diverse training instances. Our findings
reveal that synthetic data that follows simple constraints in the downstream
dataset act as highly effective augmentations, and CoDa can achieve this
without intricate decoding-time constrained generation techniques or
fine-tuning with complex algorithms that eventually make the model biased
toward the small number of training instances. Additionally, CoDa is the first
framework that provides users explicit control over the augmentation generation
process, thereby also allowing easy adaptation to several domains. We
demonstrate the effectiveness of CoDa across 11 datasets spanning 3 tasks and 3
low-resource settings. CoDa outperforms all our baselines, qualitatively and
quantitatively, with improvements of 0.12%-7.19%. Code is available here:
https://github.com/Sreyan88/CoDa",2024-03-30,cs.CL,
http://arxiv.org/abs/2404.08665v1,"Microblogging platforms, of which Twitter is a representative example, are
valuable information sources for market screening and financial models. In
them, users voluntarily provide relevant information, including educated
knowledge on investments, reacting to the state of the stock markets in
real-time and, often, influencing this state. We are interested in the user
forecasts in financial, social media messages expressing opportunities and
precautions about assets. We propose a novel Targeted Aspect-Based Emotion
Analysis (TABEA) system that can individually discern the financial emotions
(positive and negative forecasts) on the different stock market assets in the
same tweet (instead of making an overall guess about that whole tweet). It is
based on Natural Language Processing (NLP) techniques and Machine Learning
streaming algorithms. The system comprises a constituency parsing module for
parsing the tweets and splitting them into simpler declarative clauses; an
offline data processing module to engineer textual, numerical and categorical
features and analyse and select them based on their relevance; and a stream
classification module to continuously process tweets on-the-fly. Experimental
results on a labelled data set endorse our solution. It achieves over 90%
precision for the target emotions, financial opportunity, and precaution on
Twitter. To the best of our knowledge, no prior work in the literature has
addressed this problem despite its practical interest in decision-making, and
we are not aware of any previous NLP nor online Machine Learning approaches to
TABEA.",2024-03-30,cs.IR,
http://arxiv.org/abs/2404.00412v1,"Generating VectorArt from text prompts is a challenging vision task,
requiring diverse yet realistic depictions of the seen as well as unseen
entities. However, existing research has been mostly limited to the generation
of single objects, rather than comprehensive scenes comprising multiple
elements. In response, this work introduces SVGCraft, a novel end-to-end
framework for the creation of vector graphics depicting entire scenes from
textual descriptions. Utilizing a pre-trained LLM for layout generation from
text prompts, this framework introduces a technique for producing masked
latents in specified bounding boxes for accurate object placement. It
introduces a fusion mechanism for integrating attention maps and employs a
diffusion U-Net for coherent composition, speeding up the drawing process. The
resulting SVG is optimized using a pre-trained encoder and LPIPS loss with
opacity modulation to maximize similarity. Additionally, this work explores the
potential of primitive shapes in facilitating canvas completion in constrained
environments. Through both qualitative and quantitative assessments, SVGCraft
is demonstrated to surpass prior works in abstraction, recognizability, and
detail, as evidenced by its performance metrics (CLIP-T: 0.4563, Cosine
Similarity: 0.6342, Confusion: 0.66, Aesthetic: 6.7832). The code will be
available at https://github.com/ayanban011/SVGCraft.",2024-03-30,cs.CV,
http://arxiv.org/abs/2404.01337v1,"Finance-related news such as Bloomberg News, CNN Business and Forbes are
valuable sources of real data for market screening systems. In news, an expert
shares opinions beyond plain technical analyses that include context such as
political, sociological and cultural factors. In the same text, the expert
often discusses the performance of different assets. Some key statements are
mere descriptions of past events while others are predictions. Therefore,
understanding the temporality of the key statements in a text is essential to
separate context information from valuable predictions. We propose a novel
system to detect the temporality of finance-related news at discourse level
that combines Natural Language Processing and Machine Learning techniques, and
exploits sophisticated features such as syntactic and semantic dependencies.
More specifically, we seek to extract the dominant tenses of the main
statements, which may be either explicit or implicit. We have tested our system
on a labelled dataset of finance-related news annotated by researchers with
knowledge in the field. Experimental results reveal a high detection precision
compared to an alternative rule-based baseline approach. Ultimately, this
research contributes to the state-of-the-art of market screening by identifying
predictive knowledge for financial decision making.",2024-03-30,cs.CL,
http://arxiv.org/abs/2404.19159v1,"This study investigates the factors influencing the performance of
multilingual large language models (MLLMs) across diverse languages. We study 6
MLLMs, including masked language models, autoregressive models, and
instruction-tuned LLMs, on the SIB-200 dataset, a topic classification dataset
encompassing 204 languages. Our analysis considers three scenarios: ALL
languages, SEEN languages (present in the model's pretraining data), and UNSEEN
languages (not present or documented in the model's pretraining data in any
meaningful way). We examine the impact of factors such as pretraining data
size, general resource availability, language family, and script type on model
performance. Decision tree analysis reveals that pretraining data size is the
most influential factor for SEEN languages. However, interestingly, script type
and language family are crucial for UNSEEN languages, highlighting the
importance of cross-lingual transfer learning. Notably, model size and
architecture do not significantly alter the most important features identified.
Our findings provide valuable insights into the strengths and limitations of
current MLLMs and hope to guide the development of more effective and equitable
multilingual NLP systems.",2024-04-29,cs.CL,
http://arxiv.org/abs/2404.19154v1,"Relational triple extraction is crucial work for the automatic construction
of knowledge graphs. Existing methods only construct shallow representations
from a token or token pair-level. However, previous works ignore local spatial
dependencies of relational triples, resulting in a weakness of entity pair
boundary detection. To tackle this problem, we propose a novel Region-based
Table Filling method (RTF). We devise a novel region-based tagging scheme and
bi-directional decoding strategy, which regard each relational triple as a
region on the relation-specific table, and identifies triples by determining
two endpoints of each region. We also introduce convolution to construct
region-level table representations from a spatial perspective which makes
triples easier to be captured. In addition, we share partial tagging scores
among different relations to improve learning efficiency of relation
classifier. Experimental results show that our method achieves state-of-the-art
with better generalization capability on three variants of two widely used
benchmark datasets.",2024-04-29,cs.CL,
http://arxiv.org/abs/2404.19148v1,"Effective communication is paramount for the inclusion of deaf individuals in
society. However, persistent communication barriers due to limited Sign
Language (SL) knowledge hinder their full participation. In this context, Sign
Language Recognition (SLR) systems have been developed to improve communication
between signing and non-signing individuals. In particular, there is the
problem of recognizing isolated signs (Isolated Sign Language Recognition,
ISLR) of great relevance in the development of vision-based SL search engines,
learning tools, and translation systems. This work proposes an ISLR approach
where body, hands, and facial landmarks are extracted throughout time and
encoded as 2-D images. These images are processed by a convolutional neural
network, which maps the visual-temporal information into a sign label.
Experimental results demonstrate that our method surpassed the state-of-the-art
in terms of performance metrics on two widely recognized datasets in Brazilian
Sign Language (LIBRAS), the primary focus of this study. In addition to being
more accurate, our method is more time-efficient and easier to train due to its
reliance on a simpler network architecture and solely RGB data as input.",2024-04-29,cs.CV,
http://arxiv.org/abs/2404.19146v1,"Despite widespread applications of knowledge graphs (KGs) in various tasks
such as question answering and intelligent conversational systems, existing KGs
face two major challenges: information granularity and deficiency in
timeliness. These hinder considerably the retrieval and analysis of in-context,
fine-grained, and up-to-date knowledge from KGs, particularly in highly
specialized themes (e.g., specialized scientific research) and rapidly evolving
contexts (e.g., breaking news or disaster tracking). To tackle such challenges,
we propose a theme-specific knowledge graph (i.e., ThemeKG), a KG constructed
from a theme-specific corpus, and design an unsupervised framework for ThemeKG
construction (named TKGCon). The framework takes raw theme-specific corpus and
generates a high-quality KG that includes salient entities and relations under
the theme. Specifically, we start with an entity ontology of the theme from
Wikipedia, based on which we then generate candidate relations by Large
Language Models (LLMs) to construct a relation ontology. To parse the documents
from the theme corpus, we first map the extracted entity pairs to the ontology
and retrieve the candidate relations. Finally, we incorporate the context and
ontology to consolidate the relations for entity pairs. We observe that
directly prompting GPT-4 for theme-specific KG leads to inaccurate entities
(such as ""two main types"" as one entity in the query result) and unclear (such
as ""is"", ""has"") or wrong relations (such as ""have due to"", ""to start""). In
contrast, by constructing the theme-specific KG step by step, our model
outperforms GPT-4 and could consistently identify accurate entities and
relations. Experimental results also show that our framework excels in
evaluations compared with various KG construction baselines.",2024-04-29,cs.AI,
http://arxiv.org/abs/2404.19143v1,"Today, cloud workloads are essentially opaque to the cloud platform.
Typically, the only information the platform receives is the virtual machine
(VM) type and possibly a decoration to the type (e.g., the VM is evictable).
Similarly, workloads receive little to no information from the platform;
generally, workloads might receive telemetry from their VMs or exceptional
signals (e.g., shortly before a VM is evicted). The narrow interface between
workloads and platforms has several drawbacks: (1) a surge in VM types and
decorations in public cloud platforms complicates customer selection; (2)
essential workload characteristics (e.g., low availability requirements, high
latency tolerance) are often unspecified, hindering platform customization for
optimized resource usage and cost savings; and (3) workloads may be unaware of
potential optimizations or lack sufficient time to react to platform events.
  In this paper, we propose a framework, called Workload Intelligence (WI), for
dynamic bi-directional communication between cloud workloads and cloud
platform. Via WI, workloads can programmatically adjust their key
characteristics, requirements, and even dynamically adapt behaviors like VM
priorities. In the other direction, WI allows the platform to programmatically
inform workloads about upcoming events, opportunities for optimization, among
other scenarios. Because of WI, the cloud platform can drastically simplify its
offerings, reduce its costs without fear of violating any workload
requirements, and reduce prices to its customers on average by 48.8%.",2024-04-29,cs.DC,
